post_id,syntax_ari,lex_liwc_WC,lex_liwc_Analytic,lex_liwc_Clout,lex_liwc_Authentic,lex_liwc_Tone,lex_liwc_WPS,lex_liwc_Sixltr,lex_liwc_Dic,lex_liwc_function,lex_liwc_pronoun,lex_liwc_ppron,lex_liwc_i,lex_liwc_we,lex_liwc_you,lex_liwc_shehe,lex_liwc_they,lex_liwc_ipron,lex_liwc_article,lex_liwc_prep,lex_liwc_auxverb,lex_liwc_adverb,lex_liwc_conj,lex_liwc_negate,lex_liwc_verb,lex_liwc_adj,lex_liwc_compare,lex_liwc_interrog,lex_liwc_number,lex_liwc_quant,lex_liwc_affect,lex_liwc_posemo,lex_liwc_negemo,lex_liwc_anx,lex_liwc_anger,lex_liwc_sad,lex_liwc_social,lex_liwc_family,lex_liwc_friend,lex_liwc_female,lex_liwc_male,lex_liwc_cogproc,lex_liwc_insight,lex_liwc_cause,lex_liwc_discrep,lex_liwc_tentat,lex_liwc_certain,lex_liwc_differ,lex_liwc_percept,lex_liwc_see,lex_liwc_hear,lex_liwc_feel,lex_liwc_bio,lex_liwc_body,lex_liwc_health,lex_liwc_sexual,lex_liwc_ingest,lex_liwc_drives,lex_liwc_affiliation,lex_liwc_achieve,lex_liwc_power,lex_liwc_reward,lex_liwc_risk,lex_liwc_focuspast,lex_liwc_focuspresent,lex_liwc_focusfuture,lex_liwc_relativ,lex_liwc_motion,lex_liwc_space,lex_liwc_time,lex_liwc_work,lex_liwc_leisure,lex_liwc_home,lex_liwc_money,lex_liwc_relig,lex_liwc_death,lex_liwc_informal,lex_liwc_swear,lex_liwc_netspeak,lex_liwc_assent,lex_liwc_nonflu,lex_liwc_filler,lex_liwc_AllPunc,lex_liwc_Period,lex_liwc_Comma,lex_liwc_Colon,lex_liwc_SemiC,lex_liwc_QMark,lex_liwc_Exclam,lex_liwc_Dash,lex_liwc_Quote,lex_liwc_Apostro,lex_liwc_Parenth,lex_liwc_OtherP,lex_dal_max_pleasantness,lex_dal_max_activation,lex_dal_max_imagery,lex_dal_min_pleasantness,lex_dal_min_activation,lex_dal_min_imagery,lex_dal_avg_activation,lex_dal_avg_imagery,lex_dal_avg_pleasantness,social_upvote_ratio,social_num_comments,syntax_fk_grade,sentiment,label
8o4qi3,2.559642857,23,46.46,80.77,27.39,99.0,11.5,13.04,73.91,30.43,8.7,0.0,0.0,0.0,0.0,0.0,0.0,8.7,0.0,4.35,17.39,0.0,0.0,0.0,21.74,8.7,4.35,0.0,21.74,4.35,8.7,8.7,0.0,0.0,0.0,0.0,8.7,0.0,0.0,0.0,0.0,21.74,4.35,0.0,8.7,4.35,4.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.35,4.35,0.0,4.35,0.0,0.0,0.0,8.7,4.35,21.74,4.35,0.0,17.39,4.35,0.0,0.0,8.7,0.0,0.0,4.35,0.0,0.0,4.35,0.0,0.0,43.48,4.35,4.35,0.0,0.0,0.0,0.0,13.04,0.0,0.0,0.0,21.74,2.6667,2.8889,3.0,1.4,1.25,1.0,1.68935,1.58824,2.00702,0.33,2,5.884285714,0.233333333,0
7z49tw,6.525961538,153,45.11,21.64,70.22,1.15,30.6,13.73,89.54,59.48,20.26,17.65,11.11,0.65,0.0,5.88,0.0,2.61,5.23,15.69,10.46,3.92,5.88,2.61,16.34,4.58,2.61,1.31,1.31,3.27,4.58,0.65,3.92,0.65,1.96,0.65,7.19,0.0,0.0,0.0,5.88,10.46,3.27,0.65,1.96,2.61,0.65,1.96,3.92,2.61,0.0,1.31,5.88,3.92,1.96,0.0,0.0,5.23,0.65,0.65,4.58,0.0,0.0,8.5,3.92,0.0,15.69,0.65,10.46,5.23,1.96,0.0,0.0,1.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.15,3.27,3.27,0.65,0.0,0.0,0.0,0.0,0.0,1.96,0.0,0.0,2.8333,2.5714,3.0,1.125,1.125,1.0,1.7452,1.68992,1.84172,1.0,1,6.462435897,-0.169722222,1
6bh9ht,11.99389262,148,65.65,36.78,89.05,9.26,29.6,10.81,86.49,60.14,19.59,14.19,8.11,0.68,0.0,5.41,0.0,5.41,5.41,18.92,7.43,2.7,6.08,3.38,12.16,6.76,4.73,2.03,2.03,0.68,3.38,0.68,2.03,0.0,0.0,0.0,10.81,2.03,0.0,2.7,4.73,10.14,1.35,2.7,1.35,0.0,1.35,3.38,0.68,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,7.43,2.03,0.68,4.73,0.0,0.68,6.08,4.05,0.68,22.3,5.41,11.49,5.41,2.7,0.0,0.68,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.68,0.0,14.86,3.38,10.81,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,3.0,2.75,3.0,1.0,1.1429,1.0,1.71008,1.63876,1.83362,0.91,3,11.07897987,-0.072839506,0
7thrz3,-0.2965,58,6.81,1.31,97.46,25.77,14.5,10.34,93.1,58.62,25.86,18.97,18.97,0.0,0.0,0.0,0.0,6.9,1.72,10.34,8.62,5.17,8.62,5.17,15.52,1.72,1.72,1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.62,0.0,3.45,0.0,3.45,12.07,0.0,0.0,3.45,3.45,0.0,6.9,6.9,0.0,6.9,0.0,8.62,6.9,1.72,0.0,0.0,6.9,3.45,1.72,1.72,0.0,0.0,0.0,15.52,0.0,10.34,5.17,3.45,3.45,1.72,3.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.76,5.17,1.72,3.45,1.72,0.0,1.72,5.17,0.0,5.17,0.0,8.62,2.7143,2.625,3.0,1.125,1.25,1.0,1.79655,1.59615,1.96885,0.8,22,0.91,0.125,0
998q0r,14.72063107,101,77.55,93.12,29.8,99.0,20.2,24.75,85.15,49.5,8.91,5.94,0.0,0.0,4.95,0.0,0.99,2.97,6.93,14.85,10.89,2.97,8.91,0.0,14.85,3.96,1.98,2.97,3.96,0.99,8.91,7.92,0.0,0.0,0.0,0.0,11.88,0.99,0.0,0.0,0.0,8.91,3.96,1.98,1.98,1.98,0.0,1.98,2.97,0.0,0.99,0.0,1.98,0.0,0.99,0.0,0.0,7.92,0.99,0.99,1.98,0.99,2.97,2.97,10.89,1.98,13.86,0.99,6.93,5.94,5.94,0.99,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,3.96,0.99,0.0,0.0,0.0,0.0,1.98,0.0,0.0,0.0,2.97,3.0,2.6667,3.0,1.3333,1.1429,1.0,1.70128,1.42892,1.93378,1.0,0,13.12628641,0.172916667,0
5m94pt,5.578214286,106,13.64,71.43,88.81,95.6,21.2,11.32,94.34,55.66,16.98,11.32,6.6,0.0,1.89,0.0,2.83,5.66,4.72,9.43,12.26,10.38,8.49,1.89,27.36,5.66,3.77,0.94,0.94,5.66,4.72,4.72,0.0,0.0,0.0,0.0,14.15,0.0,0.0,0.0,0.0,13.21,3.77,0.94,1.89,0.94,3.77,1.89,4.72,1.89,1.89,0.0,0.94,0.0,0.94,0.0,0.0,4.72,1.89,0.94,1.89,1.89,0.0,5.66,16.98,1.89,17.92,0.94,7.55,8.49,1.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.15,4.72,2.83,0.94,0.0,0.0,0.0,0.0,0.0,5.66,0.0,0.0,2.8333,2.625,3.0,1.125,1.0,1.0,1.71684,1.48,1.92793,0.94,57,5.610714286,0.279910714,0
8opjpy,0.345576923,47,30.45,14.37,99.0,93.02,9.4,12.77,95.74,57.45,19.15,14.89,14.89,0.0,0.0,0.0,0.0,4.26,6.38,12.77,12.77,4.26,8.51,2.13,25.53,8.51,2.13,0.0,4.26,0.0,4.26,4.26,0.0,0.0,0.0,0.0,10.64,0.0,4.26,0.0,0.0,10.64,0.0,0.0,2.13,2.13,2.13,4.26,0.0,0.0,0.0,0.0,4.26,2.13,2.13,0.0,0.0,6.38,4.26,0.0,0.0,0.0,2.13,10.64,17.02,2.13,31.91,4.26,14.89,12.77,0.0,0.0,4.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.53,10.64,4.26,0.0,0.0,0.0,0.0,0.0,0.0,10.64,0.0,0.0,2.8462,2.75,3.0,1.3333,1.2857,1.0,1.76972,1.74595,1.96597,0.9,14,2.308307692,0.097727273,1
9f0s7d,7.468536585,118,55.26,75.12,81.01,57.83,23.6,10.17,87.29,55.08,18.64,14.41,4.24,0.0,0.0,10.17,0.0,4.24,5.08,16.95,6.78,9.32,4.24,1.69,16.1,4.24,2.54,2.54,1.69,1.69,1.69,1.69,0.0,0.0,0.0,0.0,13.56,0.0,1.69,0.0,10.17,6.78,0.85,1.69,0.85,0.0,2.54,0.85,4.24,1.69,1.69,0.85,0.0,0.0,0.0,0.0,0.0,4.24,1.69,0.0,1.69,0.85,0.0,9.32,5.08,2.54,31.36,2.54,14.41,16.1,0.0,0.85,3.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.64,4.24,7.63,0.0,0.0,0.0,0.0,0.0,0.0,3.39,1.69,1.69,2.6667,2.2,3.0,1.1111,1.0,1.0,1.56295,1.74906,1.83294,0.82,13,6.987113821,0.063888889,0
7pypqs,2.578108108,104,5.21,53.85,38.39,12.9,20.8,15.38,95.19,67.31,27.88,20.19,10.58,0.96,0.96,7.69,0.0,7.69,2.88,13.46,12.5,8.65,5.77,4.81,25.0,1.92,1.92,0.96,0.0,2.88,4.81,1.92,2.88,0.0,0.0,1.92,20.19,0.0,0.0,7.69,0.0,14.42,2.88,0.0,1.92,1.92,1.92,5.77,6.73,0.96,1.92,3.85,2.88,0.96,0.96,0.0,0.96,4.81,1.92,0.0,0.96,0.96,0.96,4.81,14.42,0.96,9.62,0.96,6.73,1.92,0.0,0.96,0.0,0.0,0.0,0.0,2.88,0.0,0.96,1.92,0.0,0.96,16.35,3.85,2.88,0.0,0.0,0.96,0.0,0.0,1.92,6.73,0.0,0.0,2.5,2.8571,3.0,1.0,1.0,1.0,1.77288,1.57442,1.85916,0.3,3,3.621882883,0.06875,1
7z45n5,5.247988506,54,21.64,50.0,45.81,25.77,10.8,29.63,85.19,51.85,11.11,11.11,3.7,5.56,0.0,1.85,0.0,0.0,3.7,11.11,11.11,11.11,7.41,5.56,12.96,11.11,9.26,0.0,0.0,7.41,3.7,1.85,1.85,0.0,1.85,0.0,16.67,1.85,0.0,0.0,1.85,16.67,0.0,0.0,0.0,1.85,1.85,12.96,0.0,0.0,0.0,0.0,1.85,1.85,0.0,0.0,0.0,11.11,9.26,0.0,0.0,1.85,0.0,0.0,14.81,0.0,5.56,0.0,3.7,1.85,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.93,9.26,9.26,0.0,0.0,0.0,0.0,0.0,0.0,7.41,0.0,0.0,2.6667,2.4444,3.0,1.0,1.125,1.0,1.70508,1.54091,1.83713,1.0,2,7.100689655,0.205128205,0
7ya8gl,1.489562842,60,12.41,9.13,88.91,1.0,12.0,13.33,98.33,66.67,28.33,23.33,18.33,0.0,0.0,5.0,0.0,5.0,1.67,15.0,10.0,5.0,8.33,1.67,18.33,5.0,0.0,0.0,0.0,1.67,13.33,1.67,11.67,1.67,0.0,0.0,10.0,0.0,1.67,0.0,6.67,11.67,5.0,0.0,1.67,1.67,0.0,3.33,3.33,0.0,0.0,3.33,5.0,0.0,3.33,0.0,0.0,11.67,5.0,0.0,1.67,0.0,5.0,1.67,16.67,0.0,8.33,1.67,1.67,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.67,8.33,0.0,0.0,0.0,0.0,0.0,1.67,0.0,1.67,0.0,0.0,3.0,2.4444,2.8,1.0,1.0,1.0,1.74231,1.52364,1.8771,0.91,8,3.076639344,-0.702857143,1
9tlmwl,7.321025641,114,23.31,56.98,44.54,99.0,22.8,14.91,95.61,63.16,26.32,18.42,9.65,0.88,0.88,5.26,1.75,7.89,4.39,14.91,8.77,7.89,5.26,1.75,21.05,2.63,2.63,1.75,2.63,4.39,8.77,7.02,0.88,0.0,0.0,0.0,12.28,0.0,0.0,0.88,4.39,15.79,5.26,3.51,0.88,3.51,2.63,0.88,1.75,0.0,0.88,0.88,1.75,0.0,0.0,0.88,0.0,8.77,5.26,2.63,0.88,1.75,0.0,2.63,15.79,0.0,10.53,2.63,5.26,2.63,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.88,0.0,0.0,12.28,3.51,0.88,0.0,0.0,0.88,0.0,0.0,3.51,2.63,0.0,0.88,3.0,2.6364,3.0,1.125,1.1429,1.0,1.69512,1.48077,1.91969,1.0,1,7.546623932,0.03,1
7ss4tc,2.265660377,50,8.19,27.43,99.0,4.95,10.0,8.0,98.0,62.0,22.0,14.0,10.0,0.0,0.0,4.0,0.0,8.0,8.0,6.0,10.0,8.0,6.0,8.0,24.0,4.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,18.0,0.0,0.0,0.0,4.0,8.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,18.0,8.0,0.0,26.0,2.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.6667,2.4,2.8,1.2308,1.2,1.0,1.68802,1.47805,1.90226,0.83,7,2.793056604,0.0,0
7sn1i9,1.583636364,64,41.7,13.7,88.24,25.77,12.8,7.81,92.19,60.94,25.0,15.62,12.5,1.56,1.56,0.0,0.0,9.38,4.69,15.62,6.25,4.69,6.25,1.56,18.75,1.56,1.56,0.0,0.0,3.12,3.12,1.56,1.56,1.56,0.0,0.0,6.25,0.0,0.0,0.0,0.0,18.75,1.56,0.0,4.69,7.81,1.56,6.25,1.56,1.56,0.0,0.0,7.81,1.56,1.56,0.0,4.69,7.81,3.12,0.0,4.69,1.56,0.0,1.56,15.62,3.12,12.5,1.56,7.81,3.12,0.0,0.0,0.0,3.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.31,7.81,9.38,0.0,0.0,0.0,0.0,0.0,0.0,3.12,0.0,0.0,2.7778,2.8889,3.0,1.0,1.1429,1.0,1.73809,1.59322,1.8517,0.83,27,3.324666667,0.1,1
7nzsj1,0.746928105,80,11.24,30.86,67.65,10.13,16.0,10.0,95.0,62.5,27.5,20.0,11.25,2.5,0.0,5.0,1.25,7.5,2.5,15.0,8.75,6.25,10.0,2.5,17.5,2.5,2.5,0.0,2.5,2.5,8.75,3.75,5.0,2.5,1.25,0.0,12.5,0.0,0.0,0.0,5.0,12.5,3.75,0.0,2.5,6.25,2.5,5.0,1.25,0.0,1.25,0.0,1.25,1.25,0.0,0.0,0.0,13.75,2.5,3.75,7.5,2.5,0.0,0.0,16.25,2.5,11.25,2.5,5.0,3.75,2.5,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,0.0,0.0,17.5,6.25,3.75,0.0,0.0,0.0,0.0,1.25,0.0,6.25,0.0,0.0,3.0,2.5556,3.0,1.125,1.125,1.0,1.69824,1.57681,1.88739,0.5,10,3.363921569,0.281944444,0
7kepbk,8.848264463,116,11.84,17.15,69.96,1.0,23.2,12.93,95.69,61.21,19.83,13.79,11.21,2.59,0.0,0.0,0.0,6.03,5.17,9.48,12.93,6.03,10.34,2.59,22.41,2.59,0.0,0.0,2.59,3.45,12.07,1.72,10.34,2.59,4.31,0.86,9.48,0.0,1.72,0.0,0.0,20.69,3.45,3.45,2.59,5.17,4.31,5.17,2.59,0.0,0.0,2.59,3.45,1.72,0.86,0.86,0.0,9.48,4.31,0.0,1.72,1.72,1.72,10.34,7.76,0.0,6.9,0.0,3.45,3.45,0.86,0.86,0.0,0.0,0.0,0.0,2.59,2.59,0.0,0.0,0.0,0.0,13.79,4.31,3.45,0.0,0.0,0.0,0.0,0.0,0.0,4.31,1.72,0.0,2.75,2.8182,3.0,1.0,1.1429,1.0,1.72388,1.54257,1.89528,0.67,0,8.18353719,-0.211111111,1
990bim,1.105882353,64,25.57,1.0,99.0,1.0,12.8,14.06,93.75,56.25,18.75,15.62,15.62,0.0,0.0,0.0,0.0,3.12,7.81,7.81,12.5,3.12,6.25,4.69,18.75,10.94,6.25,0.0,0.0,3.12,12.5,3.12,9.38,6.25,1.56,0.0,0.0,0.0,0.0,0.0,0.0,14.06,4.69,3.12,0.0,0.0,1.56,4.69,4.69,1.56,0.0,3.12,3.12,1.56,1.56,0.0,0.0,7.81,0.0,0.0,3.12,3.12,1.56,6.25,14.06,3.12,17.19,0.0,7.81,9.38,0.0,1.56,0.0,0.0,0.0,0.0,1.56,0.0,1.56,0.0,0.0,0.0,17.19,7.81,0.0,0.0,0.0,0.0,0.0,1.56,0.0,7.81,0.0,0.0,2.7143,2.8571,2.8,1.0,1.1429,1.0,1.76109,1.63404,1.92414,1.0,1,2.822058824,-0.145138889,1
5ppnso,3.258489583,63,71.14,26.27,99.0,55.71,12.6,17.46,98.41,58.73,17.46,9.52,7.94,0.0,1.59,0.0,0.0,7.94,9.52,14.29,7.94,3.17,6.35,1.59,15.87,4.76,1.59,0.0,0.0,1.59,4.76,3.17,1.59,0.0,0.0,0.0,6.35,0.0,0.0,0.0,0.0,19.05,3.17,0.0,3.17,11.11,1.59,4.76,0.0,0.0,0.0,0.0,1.59,1.59,0.0,0.0,0.0,7.94,1.59,1.59,1.59,1.59,1.59,3.17,12.7,1.59,26.98,4.76,14.29,7.94,0.0,3.17,1.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.46,6.35,4.76,0.0,0.0,1.59,0.0,0.0,3.17,1.59,0.0,0.0,3.0,3.0,3.0,1.3333,1.1429,1.0,1.68786,1.525,1.89432,0.86,0,4.0575,0.066666667,0
5zclnp,4.036956522,67,82.42,98.68,1.0,99.0,13.4,16.42,80.6,52.24,17.91,11.94,0.0,5.97,2.99,1.49,1.49,5.97,5.97,17.91,2.99,2.99,7.46,0.0,17.91,1.49,1.49,0.0,0.0,1.49,5.97,5.97,0.0,0.0,0.0,0.0,14.93,0.0,0.0,0.0,1.49,8.96,0.0,2.99,5.97,1.49,0.0,1.49,1.49,1.49,0.0,0.0,1.49,0.0,1.49,0.0,0.0,16.42,11.94,1.49,2.99,1.49,0.0,0.0,13.43,1.49,10.45,0.0,10.45,0.0,0.0,0.0,1.49,2.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.37,5.97,7.46,0.0,0.0,1.49,0.0,1.49,0.0,2.99,5.97,0.0,2.75,2.8889,3.0,1.4,1.2727,1.0,1.67582,1.61132,1.86519,0.91,8,4.499246377,0.292,0
9hhkw7,5.488860759,79,79.7,69.37,97.6,1.0,15.8,18.99,86.08,50.63,13.92,10.13,6.33,2.53,0.0,1.27,0.0,3.8,7.59,15.19,6.33,5.06,5.06,1.27,16.46,7.59,2.53,2.53,3.8,0.0,7.59,1.27,5.06,0.0,3.8,0.0,10.13,1.27,1.27,0.0,2.53,5.06,5.06,0.0,0.0,0.0,0.0,0.0,3.8,0.0,1.27,2.53,0.0,0.0,0.0,0.0,0.0,10.13,3.8,3.8,1.27,1.27,0.0,12.66,2.53,0.0,22.78,3.8,10.13,8.86,1.27,0.0,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.92,5.06,5.06,0.0,0.0,0.0,1.27,0.0,0.0,0.0,2.53,0.0,2.5714,2.7857,3.0,1.0,1.0,1.0,1.77079,1.7,1.83573,0.88,6,5.956810127,-0.149652778,1
6qe8h6,0.42875,47,5.78,33.52,86.65,1.0,9.4,10.64,91.49,63.83,23.4,21.28,12.77,0.0,0.0,8.51,0.0,2.13,2.13,14.89,10.64,12.77,6.38,6.38,21.28,0.0,0.0,4.26,0.0,0.0,4.26,0.0,4.26,0.0,4.26,0.0,17.02,2.13,2.13,0.0,10.64,14.89,0.0,4.26,2.13,2.13,4.26,2.13,0.0,0.0,0.0,0.0,4.26,0.0,4.26,0.0,0.0,14.89,6.38,0.0,8.51,2.13,0.0,2.13,19.15,0.0,23.4,2.13,14.89,6.38,0.0,2.13,4.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.28,6.38,2.13,2.13,2.13,4.26,0.0,0.0,0.0,4.26,0.0,0.0,2.6667,2.8889,3.0,1.3333,1.1429,1.0,1.85327,1.66977,1.84727,0.88,5,2.28,0.0,1
7nxm4c,15.78443878,192,29.29,60.29,79.95,55.21,38.4,8.85,94.79,64.58,19.27,15.62,8.33,3.65,0.0,3.65,0.0,3.65,5.21,14.06,13.02,5.73,7.81,1.56,20.83,2.6,1.56,2.08,0.52,3.65,4.69,3.12,1.56,1.04,0.0,0.52,10.94,0.0,0.52,0.0,4.17,12.5,2.6,3.12,2.08,1.56,2.08,2.08,1.56,0.0,0.52,1.04,1.04,0.0,0.52,0.0,0.0,13.02,6.25,2.6,2.08,1.04,1.56,2.08,16.67,1.56,18.75,1.56,12.5,6.25,0.0,0.0,0.52,0.52,0.52,0.0,0.52,0.0,0.52,0.0,0.0,0.0,10.94,2.6,3.65,0.0,0.0,0.0,0.0,0.52,0.0,4.17,0.0,0.0,3.0,2.8,3.0,1.0,1.1429,1.0,1.72437,1.51299,1.95363,0.5,17,14.14697959,0.269588745,0
7nfjvg,6.437425743,100,15.01,75.81,36.95,1.65,25.0,14.0,97.0,63.0,28.0,22.0,11.0,5.0,0.0,6.0,0.0,6.0,4.0,11.0,8.0,4.0,9.0,1.0,20.0,4.0,3.0,0.0,1.0,3.0,7.0,2.0,5.0,1.0,4.0,0.0,18.0,3.0,0.0,2.0,6.0,18.0,5.0,3.0,4.0,6.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,0.0,0.0,2.0,0.0,5.0,14.0,0.0,10.0,3.0,3.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,10.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.6667,2.625,3.0,1.0,1.0,1.0,1.68876,1.50989,1.92664,0.79,32,7.242455446,0.154166667,1
8ue9ut,6.418469945,120,82.35,17.96,97.21,14.3,24.0,10.0,86.67,58.33,17.5,15.83,10.83,0.0,0.0,5.0,0.0,1.67,7.5,20.83,3.33,4.17,8.33,2.5,11.67,7.5,4.17,0.83,0.83,1.67,2.5,0.83,1.67,0.0,0.83,0.0,7.5,0.0,0.0,5.0,0.0,6.67,0.0,0.83,0.0,0.83,1.67,3.33,4.17,0.0,0.83,3.33,4.17,4.17,0.0,0.83,0.0,6.67,0.0,1.67,1.67,1.67,1.67,3.33,5.0,0.0,23.33,5.83,15.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.83,0.0,13.33,4.17,6.67,0.0,0.0,0.0,0.0,0.83,0.0,1.67,0.0,0.0,2.6,2.7143,3.0,1.0,1.0,1.0,1.69795,1.76832,1.78382,0.7,7,6.654754098,0.113675214,1
6rtiew,4.644625,73,61.43,83.12,29.73,2.2,14.6,17.81,86.3,53.42,16.44,15.07,6.85,2.74,0.0,5.48,0.0,1.37,6.85,13.7,9.59,0.0,6.85,4.11,13.7,0.0,0.0,0.0,2.74,2.74,5.48,1.37,4.11,1.37,4.11,0.0,19.18,8.22,0.0,6.85,6.85,9.59,0.0,2.74,2.74,0.0,2.74,1.37,0.0,0.0,0.0,0.0,1.37,0.0,0.0,1.37,0.0,5.48,2.74,0.0,2.74,0.0,0.0,4.11,6.85,0.0,17.81,2.74,10.96,5.48,0.0,0.0,2.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.03,9.59,5.48,0.0,0.0,0.0,0.0,0.0,0.0,10.96,0.0,0.0,2.8889,2.5,3.0,1.375,1.2,1.0,1.71598,1.76393,1.96199,1.0,6,6.1375,0.5,0
7xvc38,6.63512605,100,75.14,65.56,43.37,4.95,10.0,18.0,75.0,58.0,12.0,4.0,0.0,3.0,0.0,0.0,1.0,8.0,6.0,19.0,7.0,7.0,10.0,0.0,11.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,3.0,3.0,1.0,4.0,2.0,1.0,0.0,1.0,4.0,0.0,3.0,1.0,1.0,7.0,3.0,0.0,2.0,2.0,0.0,3.0,8.0,1.0,18.0,1.0,13.0,5.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,36.0,19.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,9.0,2.5556,2.8,3.0,1.1429,1.0,1.0,1.72461,1.66173,1.7976,1.0,14,6.1732493,0.057142857,0
9gpabs,4.901451613,60,60.8,6.7,98.01,96.76,12.0,20.0,93.33,51.67,13.33,11.67,11.67,0.0,0.0,0.0,0.0,1.67,1.67,18.33,6.67,8.33,5.0,3.33,23.33,1.67,0.0,0.0,0.0,3.33,5.0,5.0,0.0,0.0,0.0,0.0,3.33,1.67,0.0,0.0,0.0,15.0,3.33,0.0,1.67,3.33,3.33,3.33,0.0,0.0,0.0,0.0,6.67,1.67,5.0,0.0,0.0,8.33,1.67,1.67,3.33,1.67,0.0,0.0,11.67,0.0,16.67,5.0,10.0,1.67,1.67,1.67,3.33,5.0,0.0,0.0,1.67,0.0,1.67,0.0,0.0,0.0,13.33,8.33,1.67,0.0,0.0,0.0,0.0,0.0,0.0,3.33,0.0,0.0,2.7778,2.6667,3.0,1.125,1.1818,1.0,1.69862,1.59273,1.90862,0.85,2,5.233096774,-0.051948052,1
9uuvyf,4.003333333,52,32.33,1.0,98.79,1.0,10.4,23.08,88.46,53.85,25.0,15.38,15.38,0.0,0.0,0.0,0.0,9.62,3.85,11.54,9.62,0.0,3.85,3.85,21.15,1.92,1.92,1.92,0.0,3.85,9.62,1.92,7.69,3.85,1.92,1.92,0.0,0.0,0.0,0.0,0.0,23.08,7.69,1.92,3.85,0.0,5.77,5.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.69,0.0,1.92,5.77,0.0,1.92,9.62,5.77,1.92,9.62,3.85,5.77,0.0,1.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.92,15.38,7.69,0.0,0.0,0.0,0.0,0.0,0.0,3.85,0.0,0.0,2.7,2.8889,3.0,1.0,1.25,1.0,1.85242,1.54222,1.86431,1.0,4,4.745925926,0.2,1
9tock0,5.635094538,130,5.36,4.55,96.04,81.28,26.0,10.0,96.15,63.85,23.08,17.69,16.92,0.0,0.0,0.77,0.0,5.38,3.85,10.77,13.08,13.08,7.69,0.77,21.54,4.62,3.85,3.85,1.54,1.54,6.15,4.62,1.54,0.0,0.0,0.77,3.85,0.0,0.77,0.0,0.77,11.54,0.77,2.31,3.08,1.54,1.54,3.08,3.08,1.54,0.0,1.54,4.62,0.77,2.31,0.0,1.54,7.69,3.08,1.54,0.0,3.08,0.0,1.54,18.46,0.0,14.62,0.77,4.62,9.23,2.31,6.15,2.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,3.85,6.92,0.77,0.0,0.0,0.0,0.0,0.0,5.38,3.08,0.0,2.75,3.0,3.0,1.0,1.0,1.0,1.77882,1.53393,1.89917,1.0,1,5.609201681,0.239393939,1
